released_task_id,benchmark_instance_id,arm,run_id,status,model,runner,task_source,start_time,end_time,wall_clock,steps,tokens_input,tokens_output,estimated_cost,guard_triggered,trigger_step,trigger_count,stop_reason,patch_generated,patch_bytes,changed_files_count,repeated_file_count,repeated_tool_count,repeated_file_rate,repeated_tool_rate,post_trigger_repetition_rate
released_task_e590948c68d6dee7,django__django-12209,WARN_REPLAN_GUARD,fdfab1a6e71c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:16:04Z,2026-06-15T08:21:16Z,311.766,50,875102,29403,0.0,True,6.0,20,LimitsExceeded,True,824,1,38,49,0.76,0.98,0.76
released_task_e590948c68d6dee7,django__django-12209,HARD_STOP_GUARD,138b744c3e32,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:21:17Z,2026-06-15T08:21:27Z,10.089,3,8257,625,0.0,True,3.0,1,hard_stop_guard,False,0,0,3,5,0.5,0.833333,0.5
released_task_d8d2a78a7a2a4779,django__django-7530,NO_GUARD,2627abbff4a1,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:21:28Z,2026-06-15T08:35:00Z,811.985,47,717061,9014,0.0,True,5.0,3,Submitted,True,776,1,13,49,0.254902,0.960784,0.254902
released_task_d8d2a78a7a2a4779,django__django-7530,WARN_REPLAN_GUARD,4dbfd113072f,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:35:01Z,2026-06-15T08:36:25Z,83.888,31,300842,5606,0.0,True,8.0,6,Submitted,True,776,1,17,29,0.515152,0.878788,0.515152
released_task_d8d2a78a7a2a4779,django__django-7530,HARD_STOP_GUARD,71d2487ace21,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:36:26Z,2026-06-15T08:36:50Z,24.057,4,9348,1793,0.0,True,4.0,1,hard_stop_guard,False,0,0,2,6,0.285714,0.857143,0.285714
released_task_88e0f0029dab0d06,sympy__sympy-14976,NO_GUARD,c1fee00da53e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:36:51Z,2026-06-15T08:40:12Z,201.525,49,1009083,13197,0.0,True,21.0,8,Submitted,True,561,1,21,47,0.4375,0.979167,0.4375
released_task_88e0f0029dab0d06,sympy__sympy-14976,WARN_REPLAN_GUARD,99e3da09b71a,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:40:14Z,2026-06-15T08:43:14Z,180.86,50,921906,12579,0.0,True,3.0,13,LimitsExceeded,True,616,1,26,56,0.440678,0.949153,0.440678
released_task_88e0f0029dab0d06,sympy__sympy-14976,HARD_STOP_GUARD,6e5d17a742e3,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:43:15Z,2026-06-15T08:43:41Z,25.588,10,72976,1601,0.0,True,10.0,1,hard_stop_guard,False,0,0,6,14,0.4,0.933333,0.4
released_task_6b0d74dee3da1eaf,astropy__astropy-13579,NO_GUARD,f170193ddb0b,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:43:42Z,2026-06-15T08:52:02Z,500.263,50,1740306,36075,0.0,True,19.0,6,LimitsExceeded,True,1742,1,17,46,0.34,0.92,0.34
released_task_6b0d74dee3da1eaf,astropy__astropy-13579,WARN_REPLAN_GUARD,6a1f4a4e8b87,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:52:03Z,2026-06-15T08:59:30Z,446.461,50,1646954,32611,0.0,True,4.0,11,Submitted,True,1607,1,19,42,0.372549,0.823529,0.372549
released_task_6b0d74dee3da1eaf,astropy__astropy-13579,HARD_STOP_GUARD,a3f25f21d840,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:59:31Z,2026-06-15T08:59:43Z,12.034,4,21150,925,0.0,True,4.0,1,hard_stop_guard,False,0,0,2,2,0.333333,0.333333,0.333333
released_task_d06df4bda5ee702b,sphinx-doc__sphinx-8459,NO_GUARD,fb88baa1fd5f,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:59:44Z,2026-06-15T09:04:15Z,271.39,50,1002590,21312,0.0,True,6.0,7,LimitsExceeded,False,0,0,32,62,0.507937,0.984127,0.507937
released_task_d06df4bda5ee702b,sphinx-doc__sphinx-8459,WARN_REPLAN_GUARD,a100c2b3887d,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T09:04:16Z,2026-06-15T09:08:54Z,277.615,49,1495583,22441,0.0,True,7.0,8,Submitted,True,767,1,24,45,0.444444,0.833333,0.444444
released_task_d06df4bda5ee702b,sphinx-doc__sphinx-8459,HARD_STOP_GUARD,fc887f5fe532,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T09:08:55Z,2026-06-15T09:09:17Z,21.993,6,24791,1614,0.0,True,6.0,1,hard_stop_guard,False,0,0,3,9,0.3,0.9,0.3
released_task_790aa72b63479f0d,django__django-11138,NO_GUARD,dab0e85af865,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:26:29Z,2026-06-16T14:31:56Z,326.402,50,1962775,26306,0.0,True,9.0,12,LimitsExceeded,True,6290,3,30,65,0.454545,0.984848,0.454545
released_task_790aa72b63479f0d,django__django-11138,WARN_REPLAN_GUARD,f718abc8e3e2,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:31:57Z,2026-06-16T14:36:03Z,246.898,50,1184225,25612,0.0,True,4.0,10,LimitsExceeded,True,6616,3,27,60,0.442623,0.983607,0.442623
released_task_790aa72b63479f0d,django__django-11138,HARD_STOP_GUARD,3872bb046df8,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:36:05Z,2026-06-16T14:36:28Z,23.847,10,89166,1789,0.0,True,10.0,1,hard_stop_guard,False,0,0,2,9,0.2,0.9,0.2
released_task_e0fc0264ae28642d,scikit-learn__scikit-learn-13439,NO_GUARD,aecb6052ca54,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:36:29Z,2026-06-16T14:40:40Z,250.613,50,690120,8689,0.0,True,4.0,5,LimitsExceeded,False,0,0,17,50,0.326923,0.961538,0.326923
released_task_e0fc0264ae28642d,scikit-learn__scikit-learn-13439,WARN_REPLAN_GUARD,ad24464ecf26,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:40:41Z,2026-06-16T14:44:12Z,210.538,50,581442,9473,0.0,True,5.0,3,LimitsExceeded,True,465,1,13,46,0.26,0.92,0.26
released_task_e0fc0264ae28642d,scikit-learn__scikit-learn-13439,HARD_STOP_GUARD,36ee9bbff734,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:44:13Z,2026-06-16T14:44:18Z,5.283,2,3786,283,0.0,True,2.0,1,hard_stop_guard,False,0,0,2,2,0.666667,0.666667,0.666667
released_task_8fd6e55bdee766f4,sympy__sympy-16792,NO_GUARD,b6a4c5ae1fbb,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:44:19Z,2026-06-16T14:48:21Z,242.51,43,732617,10046,0.0,True,5.0,13,Submitted,True,3176,1,27,41,0.642857,0.97619,0.642857
released_task_8fd6e55bdee766f4,sympy__sympy-16792,WARN_REPLAN_GUARD,665dd429e5bf,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:48:22Z,2026-06-16T14:51:21Z,178.248,50,793020,9151,0.0,True,6.0,26,LimitsExceeded,True,2900,1,32,49,0.64,0.98,0.64
released_task_8fd6e55bdee766f4,sympy__sympy-16792,HARD_STOP_GUARD,53a0cb7027a5,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:51:22Z,2026-06-16T14:51:32Z,10.062,4,10955,471,0.0,True,4.0,1,hard_stop_guard,False,0,0,2,3,0.5,0.75,0.5
released_task_c77d8a4dcc11bb0a,scikit-learn__scikit-learn-13135,NO_GUARD,380f4b71494e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:51:33Z,2026-06-16T14:57:38Z,365.443,49,806321,8553,0.0,True,23.0,5,Submitted,True,663,1,11,44,0.22449,0.897959,0.22449
released_task_c77d8a4dcc11bb0a,scikit-learn__scikit-learn-13135,WARN_REPLAN_GUARD,e23acf9a1670,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T14:57:39Z,2026-06-16T15:00:38Z,178.955,24,249738,4302,0.0,True,18.0,1,Submitted,True,663,1,6,24,0.222222,0.888889,0.222222
released_task_c77d8a4dcc11bb0a,scikit-learn__scikit-learn-13135,HARD_STOP_GUARD,6898b7e99727,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:00:39Z,2026-06-16T15:01:54Z,74.429,17,140247,2517,0.0,True,17.0,1,hard_stop_guard,False,0,0,4,15,0.235294,0.882353,0.235294
released_task_55b2031312bdb4bf,django__django-15368,NO_GUARD,a37dcbf1ea78,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:01:55Z,2026-06-16T15:03:52Z,117.161,30,225232,4859,0.0,True,4.0,9,Submitted,True,673,1,19,31,0.59375,0.96875,0.59375
released_task_55b2031312bdb4bf,django__django-15368,WARN_REPLAN_GUARD,606278257c50,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:03:53Z,2026-06-16T15:05:33Z,100.475,33,257173,5776,0.0,True,12.0,4,Submitted,True,673,1,18,31,0.5625,0.96875,0.5625
released_task_55b2031312bdb4bf,django__django-15368,HARD_STOP_GUARD,154dcc50b20c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:05:34Z,2026-06-16T15:05:50Z,15.224,4,9973,1084,0.0,True,4.0,1,hard_stop_guard,False,0,0,4,6,0.571429,0.857143,0.571429
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,NO_GUARD,ca4b2f38829f,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:05:51Z,2026-06-16T15:09:48Z,237.272,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,WARN_REPLAN_GUARD,faf92011730b,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:09:49Z,2026-06-16T15:09:54Z,5.222,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_12d4bb2102dc2f56,matplotlib__matplotlib-20826,HARD_STOP_GUARD,631e2f13adb4,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:09:55Z,2026-06-16T15:10:00Z,5.19,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_a919c7a583ab5954,django__django-11206,NO_GUARD,ff0736e2dc06,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:01Z,2026-06-16T15:10:07Z,5.22,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_a919c7a583ab5954,django__django-11206,WARN_REPLAN_GUARD,d7739d1577f2,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:08Z,2026-06-16T15:10:13Z,5.25,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_a919c7a583ab5954,django__django-11206,HARD_STOP_GUARD,57d00b4f3058,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:14Z,2026-06-16T15:10:19Z,5.179,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,NO_GUARD,75d3c2227cc9,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:20Z,2026-06-16T15:10:25Z,5.172,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,WARN_REPLAN_GUARD,b60f0db10eea,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:26Z,2026-06-16T15:10:32Z,5.191,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,HARD_STOP_GUARD,ec9a9142f514,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:33Z,2026-06-16T15:10:38Z,5.213,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_f45d0c7549f17baa,sympy__sympy-11618,NO_GUARD,d14da0304df2,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:39Z,2026-06-16T15:10:44Z,5.188,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_f45d0c7549f17baa,sympy__sympy-11618,WARN_REPLAN_GUARD,b8abcdc1124f,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:45Z,2026-06-16T15:10:50Z,5.193,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_f45d0c7549f17baa,sympy__sympy-11618,HARD_STOP_GUARD,0a495aef3d55,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:51Z,2026-06-16T15:10:56Z,5.173,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,NO_GUARD,f1d4eb0955f9,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:10:57Z,2026-06-16T15:11:03Z,5.177,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,WARN_REPLAN_GUARD,012a7644ee45,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:04Z,2026-06-16T15:11:09Z,5.187,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,HARD_STOP_GUARD,59f1abf1e9ea,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:10Z,2026-06-16T15:11:15Z,5.17,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_6205c20339254394,django__django-13212,NO_GUARD,f6ba054a3048,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:16Z,2026-06-16T15:11:21Z,5.225,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_6205c20339254394,django__django-13212,WARN_REPLAN_GUARD,aa4c8d2bbf86,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:22Z,2026-06-16T15:11:27Z,5.186,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_6205c20339254394,django__django-13212,HARD_STOP_GUARD,3ff51df6a09e,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:28Z,2026-06-16T15:11:34Z,5.184,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_47d55095abaa47f9,django__django-16661,NO_GUARD,2be203436427,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:35Z,2026-06-16T15:11:40Z,5.195,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_47d55095abaa47f9,django__django-16661,WARN_REPLAN_GUARD,6156d8ec662a,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:41Z,2026-06-16T15:11:46Z,5.229,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_47d55095abaa47f9,django__django-16661,HARD_STOP_GUARD,cf176ba5bdaa,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:47Z,2026-06-16T15:11:52Z,5.173,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_565e882d2900a39c,django__django-11734,NO_GUARD,37fc1d3c9c3e,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:11:53Z,2026-06-16T15:11:59Z,5.182,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_565e882d2900a39c,django__django-11734,WARN_REPLAN_GUARD,db6a53aebe85,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:12:00Z,2026-06-16T15:12:05Z,5.185,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_565e882d2900a39c,django__django-11734,HARD_STOP_GUARD,f40239f15de4,infrastructure_failed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:12:06Z,2026-06-16T15:12:11Z,5.182,0,0,0,0.0,False,,0,exception,False,0,0,0,0,0.0,0.0,0.0
released_task_3f855a12db0ec3f4,astropy__astropy-13398,NO_GUARD,deb7080d222b,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:12:12Z,2026-06-16T15:19:02Z,410.402,50,1705555,24932,0.0,True,6.0,4,Submitted,True,547,1,18,44,0.310345,0.758621,0.310345
released_task_3f855a12db0ec3f4,astropy__astropy-13398,WARN_REPLAN_GUARD,3b0cee9f4b4e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:19:03Z,2026-06-16T15:24:37Z,333.369,50,1526272,12756,0.0,True,7.0,7,LimitsExceeded,True,580,1,16,62,0.246154,0.953846,0.246154
released_task_3f855a12db0ec3f4,astropy__astropy-13398,HARD_STOP_GUARD,b588837760ec,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:24:38Z,2026-06-16T15:27:00Z,141.761,19,362915,3660,0.0,True,19.0,1,hard_stop_guard,False,0,0,8,22,0.258065,0.709677,0.258065
released_task_c4961460689c63a7,django__django-12858,NO_GUARD,574e672e84bc,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:27:01Z,2026-06-16T15:30:22Z,201.383,45,650748,9963,0.0,True,4.0,12,Submitted,True,686,1,26,51,0.5,0.980769,0.5
released_task_c4961460689c63a7,django__django-12858,WARN_REPLAN_GUARD,c3d55c6a1da3,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:30:23Z,2026-06-16T15:32:20Z,116.717,37,393721,6726,0.0,True,21.0,5,Submitted,True,686,1,14,35,0.388889,0.972222,0.388889
released_task_c4961460689c63a7,django__django-12858,HARD_STOP_GUARD,6234d6fc18ce,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:32:21Z,2026-06-16T15:33:41Z,80.741,23,157023,5477,0.0,True,23.0,1,hard_stop_guard,True,686,1,12,22,0.521739,0.956522,0.521739
released_task_013d7986c4fc8511,django__django-14053,NO_GUARD,3ef687cfe6cf,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:33:43Z,2026-06-16T15:37:19Z,216.1,38,570337,11905,0.0,True,4.0,10,Submitted,True,717,1,28,34,0.736842,0.894737,0.736842
released_task_013d7986c4fc8511,django__django-14053,WARN_REPLAN_GUARD,01d396185c50,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:37:20Z,2026-06-16T15:41:41Z,261.681,50,971937,19003,0.0,True,4.0,21,LimitsExceeded,True,1739,1,27,44,0.54,0.88,0.54
released_task_013d7986c4fc8511,django__django-14053,HARD_STOP_GUARD,461223ec4e3e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:41:42Z,2026-06-16T15:41:52Z,9.687,4,14551,462,0.0,True,4.0,1,hard_stop_guard,False,0,0,2,1,0.5,0.25,0.5
released_task_d8741bb288a4ade9,django__django-16256,NO_GUARD,7db90f9699ad,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:41:53Z,2026-06-16T15:45:05Z,191.661,50,708622,12506,0.0,True,3.0,20,LimitsExceeded,True,3367,1,26,49,0.52,0.98,0.52
released_task_d8741bb288a4ade9,django__django-16256,WARN_REPLAN_GUARD,fc1f210e8641,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:45:06Z,2026-06-16T15:46:51Z,105.495,32,532128,7434,0.0,True,2.0,15,Submitted,True,2285,1,27,39,0.658537,0.95122,0.658537
released_task_d8741bb288a4ade9,django__django-16256,HARD_STOP_GUARD,0cb582346872,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:46:52Z,2026-06-16T15:47:01Z,8.447,2,4326,557,0.0,True,2.0,1,hard_stop_guard,False,0,0,2,3,0.5,0.75,0.5
released_task_75ab04e6eb0a46d4,scikit-learn__scikit-learn-14894,NO_GUARD,c218f560e144,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:47:02Z,2026-06-16T15:50:43Z,220.966,50,712109,11808,0.0,True,2.0,7,LimitsExceeded,True,1016,1,15,43,0.294118,0.843137,0.294118
released_task_75ab04e6eb0a46d4,scikit-learn__scikit-learn-14894,WARN_REPLAN_GUARD,bd5251913260,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:50:44Z,2026-06-16T15:53:53Z,189.696,48,602239,9261,0.0,True,3.0,7,Submitted,True,1175,1,20,42,0.425532,0.893617,0.425532
released_task_75ab04e6eb0a46d4,scikit-learn__scikit-learn-14894,HARD_STOP_GUARD,4e54020af7de,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:53:55Z,2026-06-16T15:54:03Z,8.785,4,10466,606,0.0,True,4.0,1,hard_stop_guard,False,0,0,2,3,0.5,0.75,0.5
released_task_8add27b26abe316e,django__django-15104,NO_GUARD,dc5dc275b215,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:54:04Z,2026-06-16T15:55:11Z,67.064,12,49934,1974,0.0,True,3.0,2,Submitted,True,606,1,6,10,0.545455,0.909091,0.545455
released_task_8add27b26abe316e,django__django-15104,WARN_REPLAN_GUARD,47b3327aa0df,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:55:12Z,2026-06-16T15:55:56Z,43.325,14,66737,2115,0.0,True,3.0,2,Submitted,True,606,1,7,12,0.538462,0.923077,0.538462
released_task_8add27b26abe316e,django__django-15104,HARD_STOP_GUARD,002bbe63d759,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:55:57Z,2026-06-16T15:56:03Z,5.855,2,5349,328,0.0,True,2.0,1,hard_stop_guard,False,0,0,2,0,0.666667,0.0,0.666667
released_task_32a884cb9e7541b3,django__django-16263,NO_GUARD,c6b6c6d97765,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:56:04Z,2026-06-16T15:59:55Z,230.909,50,724161,16308,0.0,True,2.0,12,LimitsExceeded,False,0,0,39,58,0.65,0.966667,0.65
released_task_32a884cb9e7541b3,django__django-16263,WARN_REPLAN_GUARD,d28cffbe5adf,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T15:59:56Z,2026-06-16T16:02:50Z,174.247,50,805702,15866,0.0,True,6.0,18,LimitsExceeded,False,0,0,46,66,0.657143,0.942857,0.657143
released_task_32a884cb9e7541b3,django__django-16263,HARD_STOP_GUARD,3d33e2ae0763,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T16:02:51Z,2026-06-16T16:03:06Z,15.559,7,17978,887,0.0,True,7.0,1,hard_stop_guard,False,0,0,4,9,0.4,0.9,0.4
released_task_b31dca5c15fcb419,sympy__sympy-24443,NO_GUARD,0e661581fd58,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T16:03:07Z,2026-06-16T16:06:35Z,207.118,38,689336,17260,0.0,True,12.0,14,Submitted,True,2155,1,40,36,1.081081,0.972973,1.081081
released_task_b31dca5c15fcb419,sympy__sympy-24443,WARN_REPLAN_GUARD,ce834c243c54,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T16:06:36Z,2026-06-16T16:08:32Z,116.829,28,353834,10606,0.0,True,7.0,9,Submitted,True,630,1,27,26,1.0,0.962963,1.0
released_task_b31dca5c15fcb419,sympy__sympy-24443,HARD_STOP_GUARD,27ceb891a673,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T16:08:33Z,2026-06-16T16:09:04Z,30.843,7,24202,2191,0.0,True,7.0,1,hard_stop_guard,False,0,0,6,7,0.75,0.875,0.75
released_task_2dc760e50d035174,django__django-13741,NO_GUARD,7fe12c52520c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-16T16:09:05Z,2026-06-16T16:11:18Z,132.544,34,343877,8069,0.0,True,5.0,2,Submitted,True,465,1,9,23,0.272727,0.69697,0.272727
